title,link,summary,date,source,cleaned,sentiment#,sentiment,trump,biden
Stress on health care workers is creating 'second victims' in the coronavirus pandemic,http://rss.cnn.com/~r/rss/cnn_topstories/~3/S-1IeVQYC6Y/index.html,Health care workers have faced risks to their physical health since the beginning of the coronavirus pandemic. Many have contracted and even died from Covid-19.,2020-04-29 20:21:48+00:00,rss/cnn_topstories,stress on health care workers is creating second victims in the coronavirus pandemic health care workers have faced risks to their physical health since the beginning of the coronavirus pandemic many have contracted and even died from covid19,-0.29600000000000004,negative,0,0
Plant workers to Trump: We won't show up,http://rss.cnn.com/~r/rss/cnn_topstories/~3/a270vy5PSrw/index.html,,2020-04-29 16:47:35+00:00,rss/cnn_topstories,plant workers to trump we wont show up ,0.0,neutral,1,0
"Don't expect to see disinfectant wipes or sprays in stores anytime soon, experts say",http://rss.cnn.com/~r/rss/cnn_topstories/~3/jztEnqk8HRg/index.html,"If you want to buy disinfectant wipes, good luck finding them on the store shelves.",2020-04-29 16:34:45+00:00,rss/cnn_topstories,dont expect to see disinfectant wipes or sprays in stores anytime soon experts say if you want to buy disinfectant wipes good luck finding them on the store shelves,0.7351,positive,0,0
Michelle Obama records call telling DC residents about free coronavirus testing,http://rss.cnn.com/~r/rss/cnn_topstories/~3/f-56NcC7tSc/index.html,"Some Washington, DC, residents may have thought they were being prank-called when they recently answered their phones to hear: ""Hi, this is Michelle Obama.""",2020-04-29 20:52:39+00:00,rss/cnn_topstories,michelle obama records call telling dc residents about free coronavirus testing some washington dc residents may have thought they were being prankcalled when they recently answered their phones to hear hi this is michelle obama,0.5106,positive,0,0
CNN reporter on Jared Kushner's victory lap: I don't know what he's talking about,http://rss.cnn.com/~r/rss/cnn_topstories/~3/-EmDylPdue4/jared-kushner-coronavirus-testing-goals-griffin-baldwin-nr-vpx.cnn,CNN's Drew Griffin fact checks President Trump's adviser and son-in-law Jared Kushner's recent statements regarding coronavirus testing goals in the United States.,2020-04-29 19:15:08+00:00,rss/cnn_topstories,cnn reporter on jared kushners victory lap i dont know what hes talking about cnns drew griffin fact checks president trumps adviser and soninlaw jared kushners recent statements regarding coronavirus testing goals in the united states,0.4215,positive,1,0
FAA probing Harrison Ford runway incident,http://rss.cnn.com/~r/rss/cnn_topstories/~3/EbltW6I4Br8/index.html,• Katie Couric recalls 'uncomfortable' Denzel Washington interview,2020-04-29 20:30:01+00:00,rss/cnn_topstories,faa probing harrison ford runway incident  katie couric recalls uncomfortable denzel washington interview,-0.3818,negative,0,0
Experimental blood test detects cancer in people who didn't know they had it,http://rss.cnn.com/~r/rss/cnn_topstories/~3/-zOPFmKegWE/index.html,"An experimental blood test can detect cancer in women who had no symptoms of the disease, and it detected several different kinds of cancer, researchers reported.",2020-04-29 19:16:52+00:00,rss/cnn_topstories,experimental blood test detects cancer in people who didnt know they had it an experimental blood test can detect cancer in women who had no symptoms of the disease and it detected several different kinds of cancer researchers reported,-0.9468,negative,0,0
Kirsten Gillibrand on Tara Reade allegation: 'I support Vice President Biden',http://rss.cnn.com/~r/rss/cnn_topstories/~3/AVs0--39Enc/index.html,"Democratic Sen. Kirsten Gillibrand of New York has offered her support to presumptive Democratic nominee Joe Biden following accusations of alleged sexual assault by his former Senate aide, Tara Reade.",2020-04-29 20:08:34+00:00,rss/cnn_topstories,kirsten gillibrand on tara reade allegation i support vice president biden democratic sen kirsten gillibrand of new york has offered her support to presumptive democratic nominee joe biden following accusations of alleged sexual assault by his former senate aide tara reade,-0.1779,neutral,0,1
Analysis: Biden's campaign is twisting a NYT story to defend against Reade allegations,http://rss.cnn.com/~r/rss/cnn_topstories/~3/h6yF9jqCiQ8/index.html,"On Tuesday night, CNN's Don Lemon asked former Georgia state senator (and potential vice presidential pick) Stacey Abrams about allegations made by a former Senate staffer that Joe Biden had sexually assaulted her in the early 1990s. Here's how she responded (bolding is mine):",2020-04-29 20:14:30+00:00,rss/cnn_topstories,analysis bidens campaign is twisting a nyt story to defend against reade allegations on tuesday night cnns don lemon asked former georgia state senator and potential vice presidential pick stacey abrams about allegations made by a former senate staffer that joe biden had sexually assaulted her in the early 1990s heres how she responded bolding is mine,-0.5267,negative,0,1
The NASA chopper set to be first aircraft to fly on Mars now has a name -- thanks to a 17-year-old girl,http://rss.cnn.com/~r/rss/cnn_topstories/~3/s5qmo9NyyI4/index.html,,no date,rss/cnn_topstories,the nasa chopper set to be first aircraft to fly on mars now has a name  thanks to a 17yearold girl ,0.4404,positive,0,0
'Social Distance' anthology coming to Netflix,http://rss.cnn.com/~r/rss/cnn_topstories/~3/vZg7Q5EV1GY/index.html,"The people who brought you ""Orange Is The New Black"" are working on something about the new normal.",2020-04-29 21:06:38+00:00,rss/cnn_topstories,social distance anthology coming to netflix the people who brought you orange is the new black are working on something about the new normal,0.0,neutral,0,0
Katie Couric recalls Denzel Washington interview,http://rss.cnn.com/~r/rss/cnn_topstories/~3/z1OiUVI38QY/index.html,,no date,rss/cnn_topstories,katie couric recalls denzel washington interview ,0.0,neutral,0,0
'Jeopardy!' player breaks unwritten rule,http://rss.cnn.com/~r/rss/cnn_topstories/~3/_6fB2fSa764/jeopardy-contestant-interrupts-alex-trebek-orig-vstan-bdk.cnn,"""Jeopardy!"" contestant Sarah Jett Rayburn broke new ground on the game show by interrupting host Alex Trebek during a key part of the show.",2020-04-28 16:49:55+00:00,rss/cnn_topstories,jeopardy player breaks unwritten rule jeopardy contestant sarah jett rayburn broke new ground on the game show by interrupting host alex trebek during a key part of the show,-0.8807,negative,0,0
Beer sales are soaring. These brands are winning the booze battle,http://rss.cnn.com/~r/rss/cnn_topstories/~3/DFHefx-o-tc/index.html,"Americans' thirst for alcohol has increased since the coronavirus pandemic began, spreading across the United States in mid-March. That's benefiting beer, a beverage that was once falling out of favor with consumers as they shifted their preferences to low-calorie drinks, including spiked seltzer and spirits.",2020-04-29 14:31:16+00:00,rss/cnn_topstories,beer sales are soaring these brands are winning the booze battle americans thirst for alcohol has increased since the coronavirus pandemic began spreading across the united states in midmarch thats benefiting beer a beverage that was once falling out of favor with consumers as they shifted their preferences to lowcalorie drinks including spiked seltzer and spirits,0.7783,positive,0,0
"Irrfan Khan, Bollywood icon, dies at 53",http://rss.cnn.com/~r/rss/cnn_topstories/~3/mQQ4pvvolyQ/index.html,"Bollywood star Irrfan Khan, known internationally for his roles in ""Life Of Pi"" and ""Slumdog Millionaire,"" died Wednesday, his representatives confirmed. He was 53.",2020-04-29 20:11:03+00:00,rss/cnn_topstories,irrfan khan bollywood icon dies at 53 bollywood star irrfan khan known internationally for his roles in life of pi and slumdog millionaire died wednesday his representatives confirmed he was 53,-0.5574,negative,0,0
Reporter goes on air without pants and viewers definitely notice,http://rss.cnn.com/~r/rss/cnn_topstories/~3/O0doSc6CDX8/reporter-no-pants-abc-good-morning-america-eg-orig.cnn,"During a segment on ""Good Morning America,"" ABC News reporter Will Reeve accidentally revealed he was wearing shorts instead of pants for his moment on air.",2020-04-29 09:51:37+00:00,rss/cnn_topstories,reporter goes on air without pants and viewers definitely notice during a segment on good morning america abc news reporter will reeve accidentally revealed he was wearing shorts instead of pants for his moment on air,0.4939,positive,0,0
He hit the Powerball jackpot twice in one day,http://rss.cnn.com/~r/rss/cnn_topstories/~3/mGhfsFI4XQI/index.html,"After 30 years of playing the same set of numbers, one man finally won big.",2020-04-29 15:04:37+00:00,rss/cnn_topstories,he hit the powerball jackpot twice in one day after 30 years of playing the same set of numbers one man finally won big,0.6705,positive,0,0
"With no tourists around, animals at Yosemite are 'having a party'",http://rss.cnn.com/~r/rss/cnn_topstories/~3/YUrIIlT50L4/index.html,"Being cooped up at home is no fun for humans, but bears are making the most of the extra space at California's shuttered Yosemite National Park.",2020-04-16 12:48:21+00:00,rss/cnn_topstories,with no tourists around animals at yosemite are having a party being cooped up at home is no fun for humans but bears are making the most of the extra space at californias shuttered yosemite national park,0.2023,positive,0,0
See bears live it up after park closes,http://rss.cnn.com/~r/rss/cnn_topstories/~3/h8ZXJtz7ANg/bears-yosemite-roam-free-travel-orig.cnn,Park rangers said their bears are finding a new sense of freedom after Yosemite National Park closed to visitors because of the coronavirus pandemic.,2020-04-15 20:53:13+00:00,rss/cnn_topstories,see bears live it up after park closes park rangers said their bears are finding a new sense of freedom after yosemite national park closed to visitors because of the coronavirus pandemic,0.6369,positive,0,0
"Rays, sharks, and dolphins enjoy new freedom as humans retreat from the oceans",http://rss.cnn.com/~r/rss/cnn_topstories/~3/dQ_pQFdC2m4/index.html,"It is a now-familiar story: as humans are trapped indoors by the deadly coronavirus, wildlife is taking the opportunity to fill abandoned spaces.",2020-04-29 09:48:02+00:00,rss/cnn_topstories,rays sharks and dolphins enjoy new freedom as humans retreat from the oceans it is a nowfamiliar story as humans are trapped indoors by the deadly coronavirus wildlife is taking the opportunity to fill abandoned spaces,0.6808,positive,0,0
Jellyfish seen swimming in Venice's canals,http://rss.cnn.com/~r/rss/cnn_topstories/~3/igf8GeCt0Tg/index.html,"Spotting a beautiful jellyfish serenely swimming through near-transparent waters in the canals of Venice would've been an unthinkable sight just a few weeks ago, but the global standstill created by coronavirus has now made it possible.",2020-04-23 10:53:37+00:00,rss/cnn_topstories,jellyfish seen swimming in venices canals spotting a beautiful jellyfish serenely swimming through neartransparent waters in the canals of venice wouldve been an unthinkable sight just a few weeks ago but the global standstill created by coronavirus has now made it possible,0.6059,positive,0,0
Sheep flock to McDonald's during lockdown,http://rss.cnn.com/~r/rss/cnn_topstories/~3/zTCH5aFHlew/index.html,"While humans are in their homes during lockdown, some animals are taking advantage of the situation.",2020-04-21 14:36:41+00:00,rss/cnn_topstories,sheep flock to mcdonalds during lockdown while humans are in their homes during lockdown some animals are taking advantage of the situation,0.25,positive,0,0
Pollution falls by unprecedented levels in major cities,http://rss.cnn.com/~r/rss/cnn_topstories/~3/iCWL_VS9BT0/index.html,"Lockdowns restricting travel and industry imposed to halt the spread of coronavirus have resulted in unprecedented reductions in deadly air pollution around the world, new analysis shows.",2020-04-23 04:05:14+00:00,rss/cnn_topstories,pollution falls by unprecedented levels in major cities lockdowns restricting travel and industry imposed to halt the spread of coronavirus have resulted in unprecedented reductions in deadly air pollution around the world new analysis shows,-0.4404,negative,0,0
The next pandemic could be worse,http://rss.cnn.com/~r/rss/cnn_topstories/~3/3_Aulv-F2Rw/index.html,This is war.,2020-04-29 10:31:17+00:00,rss/cnn_topstories,the next pandemic could be worse this is war,-0.7906,negative,0,0
Want to join my bubble? What your social life could look like,http://rss.cnn.com/~r/rss/cnn_topstories/~3/J8hCsIb-hh8/index.html,"Never before have so many people in the world lived in such tiny bubbles. With billions across the globe now under coronavirus-related restrictions, it has been weeks — or even months for some — since we socialized with anyone outside our homes.",2020-04-29 21:41:22+00:00,rss/cnn_topstories,want to join my bubble what your social life could look like never before have so many people in the world lived in such tiny bubbles with billions across the globe now under coronavirusrelated restrictions it has been weeks  or even months for some  since we socialized with anyone outside our homes,0.6124,positive,0,0
"When you should Slack, email or call at work",http://rss.cnn.com/~r/rss/cnn_topstories/~3/ijTJTdTyD_0/index.html,"Editor's Note: A version of this story appeared in CNN's Work Transformed newsletter. To get it in your inbox, sign up for free here.",2020-04-28 19:33:53+00:00,rss/cnn_topstories,when you should slack email or call at work editors note a version of this story appeared in cnns work transformed newsletter to get it in your inbox sign up for free here,0.5106,positive,0,0
Wearing a mask: All your questions -- answered,http://rss.cnn.com/~r/rss/cnn_topstories/~3/N0cOECKgEOM/index.html,"Face masks can be unexpectedly complicated, especially for those who are new to wearing them.",2020-04-24 12:40:12+00:00,rss/cnn_topstories,wearing a mask all your questions  answered face masks can be unexpectedly complicated especially for those who are new to wearing them,0.0,neutral,0,0
You're probably not cooking your chicken right,http://rss.cnn.com/~r/rss/cnn_topstories/~3/3mehZvuic2k/index.html,What's your rule of thumb when you cook chicken? Is it done when the juices run clear? When it's no longer pink? Or do you test the texture of the meat?,2020-04-29 18:37:34+00:00,rss/cnn_topstories,youre probably not cooking your chicken right whats your rule of thumb when you cook chicken is it done when the juices run clear when its no longer pink or do you test the texture of the meat,0.1027,neutral,0,0
Dutch tulip farm spells out special message for tourists missing the annual blooms,http://rss.cnn.com/~r/rss/cnn_topstories/~3/5jPMvrz7eYQ/index.html,"Every year, tourists descend on the Netherlands to revel in the bright and colorful tulip fields. But with coronavirus putting many travel plans on hold, tourists have been notably absent this year.",2020-04-29 07:10:46+00:00,rss/cnn_topstories,dutch tulip farm spells out special message for tourists missing the annual blooms every year tourists descend on the netherlands to revel in the bright and colorful tulip fields but with coronavirus putting many travel plans on hold tourists have been notably absent this year,0.29600000000000004,positive,0,0
German doctors pose naked to protest protective equipment shortages,http://rss.cnn.com/~r/rss/cnn_topstories/~3/xN0LNPItjFM/index.html,A website apparently featuring photos of German medical workers is calling attention to the working conditions and protective equipment needed by frontline workers amid the coronavirus pandemic.,2020-04-28 20:08:16+00:00,rss/cnn_topstories,german doctors pose naked to protest protective equipment shortages a website apparently featuring photos of german medical workers is calling attention to the working conditions and protective equipment needed by frontline workers amid the coronavirus pandemic,-0.3818,negative,0,0
Don Lemon is in stitches over Chris Cuomo's new haircut,http://rss.cnn.com/~r/rss/cnn_topstories/~3/qQnGDOp_QBE/cuomo-lemon-quarantine-haircut-handoff-sot-cpt-vpx.cnn,"CNN's Don Lemon pokes fun at Chris Cuomo's new haircut, which his wife gave to him while their family stays at home to abide by social distancing guidelines.",2020-04-29 03:21:02+00:00,rss/cnn_topstories,don lemon is in stitches over chris cuomos new haircut cnns don lemon pokes fun at chris cuomos new haircut which his wife gave to him while their family stays at home to abide by social distancing guidelines,0.5106,positive,0,0
How you go to the doctor may have changed forever,http://rss.cnn.com/~r/rss/cnn_topstories/~3/OFhpvzlNoZY/index.html,"Telemedicine has been around for more than two decades, but its adoption among Americans has been relatively low. The coronavirus pandemic is quickly changing that.",2020-04-27 15:04:47+00:00,rss/cnn_topstories,how you go to the doctor may have changed forever telemedicine has been around for more than two decades but its adoption among americans has been relatively low the coronavirus pandemic is quickly changing that,-0.3919,negative,0,0
Google's Zoom competitor is now free,http://rss.cnn.com/~r/rss/cnn_topstories/~3/AWbPHNJNZco/index.html,"Free-to-use Zoom and Skype are getting some competition: Meet, which is Google's premium video conferencing tool, is now free for everyone.",2020-04-29 12:59:56+00:00,rss/cnn_topstories,googles zoom competitor is now free freetouse zoom and skype are getting some competition meet which is googles premium video conferencing tool is now free for everyone,0.765,positive,0,0
Opinion: Billionaires are getting even richer from the pandemic. Enough is enough,http://rss.cnn.com/~r/rss/cnn_topstories/~3/yRJA3VE1fcU/index.html,"The United States is suffering a horrendous pandemic. But while the coronavirus itself is indiscriminate, there are huge disparities in who suffers from the resulting economic fallout.",2020-04-28 15:11:39+00:00,rss/cnn_topstories,opinion billionaires are getting even richer from the pandemic enough is enough the united states is suffering a horrendous pandemic but while the coronavirus itself is indiscriminate there are huge disparities in who suffers from the resulting economic fallout,-0.3716,negative,0,0
"I started with anger, fear and then...",http://rss.cnn.com/~r/rss/cnn_topstories/~3/3_oQoJyvTT4/index.html,The day started from a place of fear.,2020-04-29 17:15:02+00:00,rss/cnn_topstories,i started with anger fear and then the day started from a place of fear,-0.8779,negative,0,0
"If you're hitting a wall, you're not alone",http://rss.cnn.com/~r/rss/cnn_topstories/~3/qkfhhy0MH6o/index.html,Are you losing your mind in quarantine? Because I am losing my mind in quarantine.,2020-04-29 15:11:49+00:00,rss/cnn_topstories,if youre hitting a wall youre not alone are you losing your mind in quarantine because i am losing my mind in quarantine,-0.5362,negative,0,0
Kind Snacks founder: The Japanese American hero who saved my family,http://rss.cnn.com/~r/rss/cnn_topstories/~3/oL6SRZIugFE/index.html,"Five years ago, two friends texted me cryptically asking if I knew a Larry Lubetzky from Mexico. Yes, I replied.  He was my uncle. They were seated in the audience as Susumu Ito, then 96 years old, projected a postcard from my uncle on a screen.",2020-04-29 15:59:08+00:00,rss/cnn_topstories,kind snacks founder the japanese american hero who saved my family five years ago two friends texted me cryptically asking if i knew a larry lubetzky from mexico yes i replied  he was my uncle they were seated in the audience as susumu ito then 96 years old projected a postcard from my uncle on a screen,0.9393,positive,0,0
It's time to admit the point of school has changed,http://rss.cnn.com/~r/rss/cnn_topstories/~3/oN0kAq9eMPg/index.html,"""Stay out of Google Classroom,"" the administrators of my daughter's Brooklyn elementary school cautioned parents in their first official communique about remote learning. To peer over their shoulders while sitting at their laptops and look at their work would be akin to bursting into the real-life classroom uninvited, they said.",2020-04-29 16:45:58+00:00,rss/cnn_topstories,its time to admit the point of school has changed stay out of google classroom the administrators of my daughters brooklyn elementary school cautioned parents in their first official communique about remote learning to peer over their shoulders while sitting at their laptops and look at their work would be akin to bursting into the reallife classroom uninvited they said,0.2023,positive,0,0
"They did their job, Trump didn't",http://rss.cnn.com/~r/rss/cnn_topstories/~3/jQZnoHWOw6M/index.html,We can't pretend to get inside of President Donald Trump's head and to know his real motivations for downplaying the virus and failing to prepare or appropriately respond to it. But we do know that it wasn't for lack of intelligence briefings.,2020-04-29 00:38:12+00:00,rss/cnn_topstories,they did their job trump didnt we cant pretend to get inside of president donald trumps head and to know his real motivations for downplaying the virus and failing to prepare or appropriately respond to it but we do know that it wasnt for lack of intelligence briefings,0.6523,positive,1,0
Why Bernie supporters should back Biden,http://rss.cnn.com/~r/rss/cnn_topstories/~3/gF9Rbp_sC28/index.html,"As progressives debate their role in the upcoming general election, they must consider what our movement has accomplished in a very short time and why, at this moment, we must press our advantage and not abandon the people we represent -- working people, middle-income people, the poor and marginalized communities.",2020-04-29 03:11:34+00:00,rss/cnn_topstories,why bernie supporters should back biden as progressives debate their role in the upcoming general election they must consider what our movement has accomplished in a very short time and why at this moment we must press our advantage and not abandon the people we represent  working people middleincome people the poor and marginalized communities,0.7274,positive,0,1
5 free dividend stocks for 2020,http://rss.cnn.com/~r/rss/cnn_topstories/~3/XwVhNX36MxY/a-sa-5stocks-div,,no date,rss/cnn_topstories,5 free dividend stocks for 2020 ,0.5106,positive,0,0
One of Norway's richest men arrested on suspicion of murdering his wife,http://rss.cnn.com/~r/rss/cnn_topstories/~3/-dqZw2EaCWQ/index.html,"Norwegian multimillionaire Tom Hagen has been arrested on suspicion of killing his wife, Anne-Elisabeth Hagen, who disappeared 18 months ago.",2020-04-29 12:32:50+00:00,rss/cnn_topstories,one of norways richest men arrested on suspicion of murdering his wife norwegian multimillionaire tom hagen has been arrested on suspicion of killing his wife anneelisabeth hagen who disappeared 18 months ago,-0.9559,negative,0,0
"Analysis: China's model of control blamed for coronavirus crisis, but for some it's looking more attractive",http://rss.cnn.com/~r/rss/cnn_topstories/~3/xfzcLjL3Ic8/index.html,"On Sunday, Andrew Adonis, a member of Britain's House of Lords and onetime cabinet minister, took aim at the idea that the coronavirus pandemic was causing a crisis of capitalism.",2020-04-29 04:52:54+00:00,rss/cnn_topstories,analysis chinas model of control blamed for coronavirus crisis but for some its looking more attractive on sunday andrew adonis a member of britains house of lords and onetime cabinet minister took aim at the idea that the coronavirus pandemic was causing a crisis of capitalism,-0.715,negative,0,0
2 million Australians have downloaded a coronavirus contact tracing app,http://rss.cnn.com/~r/rss/cnn_topstories/~3/a8HMCaCT7B4/index.html,A coronavirus contact tracing app has been downloaded more than 2 million times since it was launched in Australia on Sunday.,2020-04-28 11:52:57+00:00,rss/cnn_topstories,2 million australians have downloaded a coronavirus contact tracing app a coronavirus contact tracing app has been downloaded more than 2 million times since it was launched in australia on sunday,0.128,neutral,0,0
"Yoga, singing, dancing. Inside a 'Coronavirus Hotel'",http://rss.cnn.com/~r/rss/cnn_topstories/~3/rdbSE-FCzUk/coronavirus-hotel-israel-noam-shuster-comedian-orig-mss.cnn,Comedian Noam Shuster documented her experience recovering from Covid-19 while living in a hotel full of strangers in Israel. See how they became her live audience.,2020-04-28 20:06:40+00:00,rss/cnn_topstories,yoga singing dancing inside a coronavirus hotel comedian noam shuster documented her experience recovering from covid19 while living in a hotel full of strangers in israel see how they became her live audience,0.3818,positive,0,0
Dog that went missing after alerting family to a tornado is found,http://rss.cnn.com/~r/rss/cnn_topstories/~3/wMA87ZhkTNY/index.html,A dog that saved her family's life by alerting them to a deadly tornado before it destroyed their Tennessee home has been found after nearly two months.,2020-04-29 07:10:37+00:00,rss/cnn_topstories,dog that went missing after alerting family to a tornado is found a dog that saved her familys life by alerting them to a deadly tornado before it destroyed their tennessee home has been found after nearly two months,-0.3818,negative,0,0
Rare inflammatory syndrome seen in US child with Covid-19,http://rss.cnn.com/~r/rss/cnn_topstories/~3/bP6W15GGwLo/index.html,US doctors say they may have seen a possible complication of coronavirus infection in a young child: a rare inflammatory condition called Kawasaki disease.,2020-04-29 05:55:52+00:00,rss/cnn_topstories,rare inflammatory syndrome seen in us child with covid19 us doctors say they may have seen a possible complication of coronavirus infection in a young child a rare inflammatory condition called kawasaki disease,0.0,neutral,0,0
Sailors start to return to USS Theodore Roosevelt,http://rss.cnn.com/~r/rss/cnn_topstories/~3/563mvsvEFZk/index.html,"Sailors from the coronavirus-stricken USS Theodore Roosevelt will begin returning to the aircraft carrier in the next 24 to 48 hours for the first time since they were moved ashore because of Covid-19, according to a defense official.",2020-04-29 01:13:34+00:00,rss/cnn_topstories,sailors start to return to uss theodore roosevelt sailors from the coronavirusstricken uss theodore roosevelt will begin returning to the aircraft carrier in the next 24 to 48 hours for the first time since they were moved ashore because of covid19 according to a defense official,0.128,neutral,0,0
Ford cancels plan to make Lincoln electric vehicle with Rivian,http://rss.cnn.com/~r/rss/cnn_topstories/~3/rvYR75qY028/index.html,"Ford's plan to make an electric vehicle in cooperation with Rivian, a Michigan-based electric vehicle company, under its luxury Lincoln brand have been called off.",2020-04-29 17:38:41+00:00,rss/cnn_topstories,ford cancels plan to make lincoln electric vehicle with rivian fords plan to make an electric vehicle in cooperation with rivian a michiganbased electric vehicle company under its luxury lincoln brand have been called off,-0.2263,negative,0,0
JetBlue to become first major US airline to require passengers to wear face coverings,http://rss.cnn.com/~r/rss/cnn_topstories/~3/l9z7XK8LykY/index.html,"US airline JetBlue will require all passengers to wear a face covering during travel starting on May 4, according to a statement from the airline.",2020-04-28 12:02:27+00:00,rss/cnn_topstories,jetblue to become first major us airline to require passengers to wear face coverings us airline jetblue will require all passengers to wear a face covering during travel starting on may 4 according to a statement from the airline,0.0,neutral,0,0
A colorful history of the rainbow flag,http://rss.cnn.com/~r/rss/cnn_topstories/~3/dkXztlbK0s0/index.html,"The rainbow flag, which has become a universal symbol of hope for LGBTQ people around the world, first flew in San Francisco's United Nations Plaza for Gay Pride Day, on June 25, 1978.",2019-06-07 11:05:58+00:00,rss/cnn_topstories,a colorful history of the rainbow flag the rainbow flag which has become a universal symbol of hope for lgbtq people around the world first flew in san franciscos united nations plaza for gay pride day on june 25 1978,0.7964,positive,0,0
NASA's 'worm' logo is back. But why did it disappear?,http://rss.cnn.com/~r/rss/cnn_topstories/~3/z502U0ep5k4/index.html,The worm is back. NASA's sleek and wavy logo from the 1970s is set to make its return on a SpaceX Falcon 9 scheduled to launch in May -- the first to carry astronauts to the International Space Station from American soil since 2011.,2020-04-27 09:16:36+00:00,rss/cnn_topstories,nasas worm logo is back but why did it disappear the worm is back nasas sleek and wavy logo from the 1970s is set to make its return on a spacex falcon 9 scheduled to launch in may  the first to carry astronauts to the international space station from american soil since 2011,-0.3291,negative,0,0
The Cold War spy plane that's still the world's fastest airplane,http://rss.cnn.com/~r/rss/cnn_topstories/~3/WhGjnZQyoi4/index.html,"During the Cold War, this plane could fly higher and faster than any other -- and 55 years after its first flight, it still does.",2020-04-27 11:03:49+00:00,rss/cnn_topstories,the cold war spy plane thats still the worlds fastest airplane during the cold war this plane could fly higher and faster than any other  and 55 years after its first flight it still does,-0.8316,negative,0,0
"Empowering, alluring, degenerate? The evolution of red lipstick",http://rss.cnn.com/~r/rss/cnn_topstories/~3/m70JYyjSCmw/index.html,"In 1912 thousands of supporters of the suffrage movement marched past the New York salon of Elizabeth Arden. The cosmetics brand founder, who had just opened her business two years earlier, was a supporter of women's rights, and she aligned herself with the cause by handing out tubes of bright red lipstick to the marching women.",2020-03-12 15:47:35+00:00,rss/cnn_topstories,empowering alluring degenerate the evolution of red lipstick in 1912 thousands of supporters of the suffrage movement marched past the new york salon of elizabeth arden the cosmetics brand founder who had just opened her business two years earlier was a supporter of womens rights and she aligned herself with the cause by handing out tubes of bright red lipstick to the marching women,0.7845,positive,0,0
The buzz cut is back. Here's how to get the look from home,http://rss.cnn.com/~r/rss/cnn_topstories/~3/the5qdE5HbQ/index.html,"As lockdowns continue across the world, social media is being inundated with images and stories of people rediscovering one particular old friend (or fiend) in the realm of manes and tresses: the buzz cut.",2020-04-24 17:46:47+00:00,rss/cnn_topstories,the buzz cut is back heres how to get the look from home as lockdowns continue across the world social media is being inundated with images and stories of people rediscovering one particular old friend or fiend in the realm of manes and tresses the buzz cut,0.0,neutral,0,0
Bridge Was Their Passion. Then People Started to Die.,https://www.nytimes.com/2020/04/29/us/coronavirus-bridge-colorado-springs.html,"A bridge club was a social draw for scores of older Coloradans. Now, with four members dead from the virus, its future is unclear.",2020-04-29 21:11:31+00:00,https://www.nytimes.com/section/us,bridge was their passion then people started to die a bridge club was a social draw for scores of older coloradans now with four members dead from the virus its future is unclear,-0.802,negative,0,0
‘Will You Help Save My Brother?’: The Scramble to Find Covid-19 Plasma Donors,https://www.nytimes.com/2020/04/29/us/coronavirus-plasma-donors.html,A doctor stricken with Covid-19 was running out of options. His family mounted a search for a donor whose plasma might help.,2020-04-29 12:41:22+00:00,https://www.nytimes.com/section/us,will you help save my brother the scramble to find covid19 plasma donors a doctor stricken with covid19 was running out of options his family mounted a search for a donor whose plasma might help,0.6486,positive,0,0
Married to an Undocumented Immigrant? You May Not Get a Stimulus Check.,https://www.nytimes.com/2020/04/28/us/coronavirus-undocumented-immigrants-stimulus.html,"Undocumented immigrants are ineligible for federal payments to help families during the coronavirus pandemic. So are their spouses, even if they are U.S. citizens.",2020-04-29 13:58:13+00:00,https://www.nytimes.com/section/us,married to an undocumented immigrant you may not get a stimulus check undocumented immigrants are ineligible for federal payments to help families during the coronavirus pandemic so are their spouses even if they are us citizens,0.4019,positive,0,0
"Coronavirus Closed Campuses, So College Tours Moved Online",https://www.nytimes.com/2020/04/28/us/coronavirus-virtual-college-university-tours.html,"Colleges are ghost towns, but officials are trying to reach prospective students with virtual visits and Zoom meetings. Can they replicate that face-to-face feeling?",2020-04-28 20:29:21+00:00,https://www.nytimes.com/section/us,coronavirus closed campuses so college tours moved online colleges are ghost towns but officials are trying to reach prospective students with virtual visits and zoom meetings can they replicate that facetoface feeling,0.0644,neutral,0,0
Democratic Frustration Mounts as Biden Remains Silent on Sexual Assault Allegation,https://www.nytimes.com/2020/04/29/us/politics/tara-reade-joe-biden.html,Activists and women’s rights advocates have urged Mr. Biden to address a former aide’s allegation that he sexually assaulted her in 1993. His lack of response has angered them.,2020-04-29 20:59:40+00:00,https://www.nytimes.com/section/us,democratic frustration mounts as biden remains silent on sexual assault allegation activists and womens rights advocates have urged mr biden to address a former aides allegation that he sexually assaulted her in 1993 his lack of response has angered them,-0.9423,negative,0,1
New Coronavirus Test Offers Advantages: Just Spit and Wait,https://www.nytimes.com/2020/04/29/health/coronavirus-saliva-spit-tests.html,Saliva tests like the one developed by Rutgers are less painful for patients and less risky to medical workers.,2020-04-29 20:44:29+00:00,https://www.nytimes.com/section/us,new coronavirus test offers advantages just spit and wait saliva tests like the one developed by rutgers are less painful for patients and less risky to medical workers,0.223,positive,0,0
